Start	Finish	Task	CPU Decision	Frequency

0.000000	_______	T[0][1]	DelayedArrival	____
0.000000	_______	T[1][1]	DelayedArrival	____
0.000000	_______	T[2][1]	DelayedArrival	____
0.000000	_______	T[3][1]	DelayedArrival	____
0.000000	6.000000	____	Sleep	____
6.000000	8.000000	T[0][0]	Execute()	1.000000
8.000000	_______	T[0][2]	DelayedArrival	____
8.000000	13.000000	____	Sleep	____
13.000000	14.000000	T[1][0]	Execute()	1.000000
14.000000	_______	T[1][2]	DelayedArrival	____
14.000000	16.000000	T[0][1]	Execute()	1.000000
16.000000	_______	T[0][3]	DelayedArrival	____
16.000000	22.000000	____	Sleep	____
22.000000	24.000000	T[0][2]	Execute()	1.000000
24.000000	_______	T[0][4]	DelayedArrival	____
24.000000	27.000000	____	Sleep	____
27.000000	28.000000	T[1][1]	Execute()	1.000000
28.000000	_______	T[1][3]	DelayedArrival	____
28.000000	30.000000	____	Sleep	____
30.000000	30.500000	T[0][3]	Execute()	1.000000
30.500000	38.000000	____	Sleep	____
31.000000	_______	T[0][5]	DelayedArrival	____
38.000000	39.000000	T[0][4]	Execute()	1.000000
39.000000	41.000000	____	Sleep	____
39.500000	_______	T[0][6]	DelayedArrival	____
41.000000	41.500000	T[1][2]	Execute()	1.000000
41.500000	46.000000	____	Sleep	____
42.000000	_______	T[1][4]	DelayedArrival	____
46.000000	48.000000	T[0][5]	Execute()	1.000000
48.000000	_______	T[0][7]	DelayedArrival	____
48.000000	53.000000	____	Sleep	____
53.000000	53.500000	T[1][3]	Execute()	1.000000
53.500000	54.000000	T[0][6]	Execute()	1.000000
54.000000	62.000000	____	Sleep	____
56.000000	_______	T[0][8]	DelayedArrival	____
56.000000	_______	T[1][5]	DelayedArrival	____
62.000000	64.000000	T[0][7]	Execute()	1.000000
64.000000	_______	T[0][9]	DelayedArrival	____
64.000000	69.000000	____	Sleep	____
69.000000	70.000000	T[1][4]	Execute()	1.000000
70.000000	_______	T[1][6]	DelayedArrival	____
70.000000	72.000000	T[0][8]	Execute()	1.000000
72.000000	_______	T[0][10]	DelayedArrival	____
72.000000	78.000000	____	Sleep	____
78.000000	80.000000	T[0][9]	Execute()	1.000000
80.000000	_______	T[0][11]	DelayedArrival	____
80.000000	83.000000	____	Sleep	____
83.000000	84.000000	T[1][5]	Execute()	1.000000
84.000000	_______	T[1][7]	DelayedArrival	____
84.000000	86.000000	____	Sleep	____
86.000000	87.000000	T[0][10]	Execute()	1.000000
87.000000	94.000000	____	Sleep	____
87.500000	_______	T[0][12]	DelayedArrival	____
94.000000	95.000000	T[0][11]	Execute()	1.000000
95.000000	97.000000	____	Sleep	____
95.500000	_______	T[0][13]	DelayedArrival	____
97.000000	97.500000	T[1][6]	Execute()	1.000000
97.500000	102.000000	____	Sleep	____
98.000000	_______	T[1][8]	DelayedArrival	____
102.000000	103.000000	T[0][12]	Execute()	1.000000
103.000000	109.000000	____	Sleep	____
103.500000	_______	T[0][14]	DelayedArrival	____
109.000000	109.500000	T[1][7]	Execute()	1.000000
109.500000	110.500000	T[0][13]	Execute()	1.000000
110.500000	118.000000	____	Sleep	____
112.000000	_______	T[0][15]	DelayedArrival	____
112.000000	_______	T[1][9]	DelayedArrival	____
118.000000	119.000000	T[0][14]	Execute()	1.000000
119.000000	125.000000	____	Sleep	____
120.000000	_______	T[0][16]	DelayedArrival	____
125.000000	126.000000	T[1][8]	Execute()	1.000000
126.000000	_______	T[1][10]	DelayedArrival	____
126.000000	127.000000	T[0][15]	Execute()	1.000000
127.000000	134.000000	____	Sleep	____
128.000000	_______	T[0][17]	DelayedArrival	____
134.000000	136.000000	T[0][16]	Execute()	1.000000
136.000000	_______	T[0][18]	DelayedArrival	____
136.000000	139.000000	____	Sleep	____
139.000000	140.000000	T[1][9]	Execute()	1.000000
140.000000	_______	T[1][11]	DelayedArrival	____
140.000000	142.000000	____	Sleep	____
142.000000	143.000000	T[0][17]	Execute()	1.000000
143.000000	150.000000	____	Sleep	____
143.500000	_______	T[0][19]	DelayedArrival	____
150.000000	150.500000	T[0][18]	Execute()	1.000000
150.500000	153.000000	____	Sleep	____
151.000000	_______	T[0][20]	DelayedArrival	____
153.000000	153.500000	T[1][10]	Execute()	1.000000
153.500000	158.000000	____	Sleep	____
154.000000	_______	T[1][12]	DelayedArrival	____
158.000000	159.000000	T[0][19]	Execute()	1.000000
159.000000	165.000000	____	Sleep	____
159.500000	_______	T[0][21]	DelayedArrival	____
165.000000	165.500000	T[1][11]	Execute()	1.000000
165.500000	167.500000	T[0][20]	Execute()	1.000000
167.500000	174.000000	____	Sleep	____
168.000000	_______	T[0][22]	DelayedArrival	____
168.000000	_______	T[1][13]	DelayedArrival	____
174.000000	175.000000	T[0][21]	Execute()	1.000000
175.000000	181.000000	____	Sleep	____
175.500000	_______	T[0][23]	DelayedArrival	____
181.000000	181.500000	T[1][12]	Execute()	1.000000
181.500000	182.000000	T[0][22]	Execute()	1.000000
182.000000	_______	T[1][14]	DelayedArrival	____
182.000000	182.500000	T[0][22]	Execute()	1.000000
182.500000	190.000000	____	Sleep	____
183.000000	_______	T[0][24]	DelayedArrival	____
190.000000	192.000000	T[0][23]	Execute()	1.000000
192.000000	_______	T[0][25]	DelayedArrival	____
192.000000	195.000000	____	Sleep	____
195.000000	195.500000	T[1][13]	Execute()	1.000000
195.500000	198.000000	____	Sleep	____
196.000000	_______	T[1][15]	DelayedArrival	____
198.000000	200.000000	T[0][24]	Execute()	1.000000
200.000000	_______	T[0][26]	DelayedArrival	____
200.000000	206.000000	____	Sleep	____
206.000000	207.000000	T[0][25]	Execute()	1.000000
207.000000	209.000000	____	Sleep	____
207.500000	_______	T[0][27]	DelayedArrival	____
209.000000	209.500000	T[1][14]	Execute()	1.000000
209.500000	212.000000	____	Sleep	____
210.000000	_______	T[1][16]	DelayedArrival	____
212.000000	214.000000	T[0][26]	Execute()	1.000000
214.000000	214.500000	T[1][15]	Execute()	1.000000
214.500000	216.000000	T[2][0]	Execute()	1.000000
216.000000	_______	T[0][28]	DelayedArrival	____
216.000000	218.000000	T[0][27]	Execute()	1.000000
218.000000	219.500000	T[2][0]	Execute()	1.000000
219.500000	229.000000	____	Sleep	____
224.000000	_______	T[0][29]	DelayedArrival	____
224.000000	_______	T[1][17]	DelayedArrival	____
229.000000	231.000000	T[0][28]	Execute()	1.000000
231.000000	231.500000	T[1][16]	Execute()	1.000000
231.500000	232.000000	T[3][0]	Execute()	1.000000
232.000000	_______	T[0][30]	DelayedArrival	____
232.000000	234.000000	T[0][29]	Execute()	1.000000
234.000000	246.000000	____	Sleep	____
238.000000	_______	T[0][31]	DelayedArrival	____
238.000000	_______	T[1][18]	DelayedArrival	____
238.000000	_______	T[2][2]	DelayedArrival	____
246.000000	247.000000	T[0][30]	Execute()	1.000000
247.000000	251.000000	____	Sleep	____
248.000000	_______	T[0][32]	DelayedArrival	____
251.000000	252.000000	T[1][17]	Execute()	1.000000
252.000000	_______	T[1][19]	DelayedArrival	____
252.000000	254.000000	____	Sleep	____
254.000000	255.000000	T[0][31]	Execute()	1.000000
255.000000	262.000000	____	Sleep	____
255.500000	_______	T[0][33]	DelayedArrival	____
262.000000	262.500000	T[0][32]	Execute()	1.000000
262.500000	265.000000	____	Sleep	____
263.000000	_______	T[0][34]	DelayedArrival	____
265.000000	265.500000	T[1][18]	Execute()	1.000000
265.500000	270.000000	____	Sleep	____
266.000000	_______	T[1][20]	DelayedArrival	____
270.000000	271.000000	T[0][33]	Execute()	1.000000
271.000000	277.000000	____	Sleep	____
272.000000	_______	T[0][35]	DelayedArrival	____
277.000000	278.000000	T[1][19]	Execute()	1.000000
278.000000	279.000000	T[0][34]	Execute()	1.000000
279.000000	286.000000	____	Sleep	____
280.000000	_______	T[0][36]	DelayedArrival	____
280.000000	_______	T[1][21]	DelayedArrival	____
286.000000	288.000000	T[0][35]	Execute()	1.000000
288.000000	_______	T[0][37]	DelayedArrival	____
288.000000	293.000000	____	Sleep	____
293.000000	294.000000	T[1][20]	Execute()	1.000000
294.000000	_______	T[1][22]	DelayedArrival	____
294.000000	295.000000	T[0][36]	Execute()	1.000000
295.000000	302.000000	____	Sleep	____
296.000000	_______	T[0][38]	DelayedArrival	____
302.000000	304.000000	T[0][37]	Execute()	1.000000
304.000000	_______	T[0][39]	DelayedArrival	____
304.000000	307.000000	____	Sleep	____
307.000000	308.000000	T[1][21]	Execute()	1.000000
308.000000	_______	T[1][23]	DelayedArrival	____
308.000000	310.000000	____	Sleep	____
310.000000	312.000000	T[0][38]	Execute()	1.000000
312.000000	_______	T[0][40]	DelayedArrival	____
312.000000	318.000000	____	Sleep	____
318.000000	320.000000	T[0][39]	Execute()	1.000000
320.000000	_______	T[0][41]	DelayedArrival	____
320.000000	321.000000	____	Sleep	____
321.000000	321.500000	T[1][22]	Execute()	1.000000
321.500000	326.000000	____	Sleep	____
322.000000	_______	T[1][24]	DelayedArrival	____
326.000000	327.000000	T[0][40]	Execute()	1.000000
327.000000	333.000000	____	Sleep	____
327.500000	_______	T[0][42]	DelayedArrival	____
333.000000	333.500000	T[1][23]	Execute()	1.000000
333.500000	335.500000	T[0][41]	Execute()	1.000000
335.500000	342.000000	____	Sleep	____
336.000000	_______	T[0][43]	DelayedArrival	____
336.000000	_______	T[1][25]	DelayedArrival	____
342.000000	343.000000	T[0][42]	Execute()	1.000000
343.000000	349.000000	____	Sleep	____
344.000000	_______	T[0][44]	DelayedArrival	____
349.000000	350.000000	T[1][24]	Execute()	1.000000
350.000000	_______	T[1][26]	DelayedArrival	____
350.000000	352.000000	T[0][43]	Execute()	1.000000
352.000000	_______	T[0][45]	DelayedArrival	____
352.000000	358.000000	____	Sleep	____
358.000000	360.000000	T[0][44]	Execute()	1.000000
360.000000	_______	T[0][46]	DelayedArrival	____
360.000000	363.000000	____	Sleep	____
363.000000	363.500000	T[1][25]	Execute()	1.000000
363.500000	366.000000	____	Sleep	____
364.000000	_______	T[1][27]	DelayedArrival	____
366.000000	368.000000	T[0][45]	Execute()	1.000000
368.000000	_______	T[0][47]	DelayedArrival	____
368.000000	373.000000	____	Sleep	____
373.000000	374.000000	T[0][46]	Execute()	1.000000
374.000000	375.000000	____	Sleep	____
375.000000	375.500000	T[1][26]	Execute()	1.000000
375.500000	376.000000	T[3][0]	Execute()	1.000000
376.000000	_______	T[0][48]	DelayedArrival	____
376.000000	376.500000	T[0][47]	Execute()	1.000000
376.500000	378.000000	____	Sleep	____
378.000000	_______	T[1][28]	DelayedArrival	____
378.000000	378.500000	T[1][27]	Execute()	1.000000
378.500000	391.000000	____	Sleep	____
384.000000	_______	T[0][49]	DelayedArrival	____
391.000000	391.500000	T[0][48]	Execute()	1.000000
391.500000	392.000000	T[3][0]	Execute()	1.000000
392.000000	_______	T[0][50]	DelayedArrival	____
392.000000	_______	T[1][29]	DelayedArrival	____
392.000000	392.500000	T[0][49]	Execute()	1.000000
392.500000	393.500000	T[1][28]	Execute()	1.000000
393.500000	398.000000	____	Sleep	____
398.000000	400.000000	T[3][0]	Execute()	1.000000
400.000000	_______	T[0][51]	DelayedArrival	____
400.000000	400.500000	T[0][50]	Execute()	1.000000
400.500000	406.000000	____	Sleep	____
406.000000	_______	T[1][30]	DelayedArrival	____
406.000000	408.000000	T[3][0]	Execute()	1.000000
408.000000	_______	T[0][52]	DelayedArrival	____
408.000000	409.000000	T[0][51]	Execute()	1.000000
409.000000	414.500000	T[3][0]	Execute()	1.000000
414.500000	419.000000	____	Sleep	____
415.000000	_______	T[0][53]	DelayedArrival	____
419.000000	419.500000	T[1][29]	Execute()	1.000000
419.500000	422.000000	____	Sleep	____
420.000000	_______	T[1][31]	DelayedArrival	____
420.000000	_______	T[3][2]	DelayedArrival	____
422.000000	422.500000	T[0][52]	Execute()	1.000000
422.500000	430.000000	____	Sleep	____
423.000000	_______	T[0][54]	DelayedArrival	____
430.000000	432.000000	T[0][53]	Execute()	1.000000
432.000000	_______	T[0][55]	DelayedArrival	____
432.000000	433.000000	____	Sleep	____
433.000000	433.500000	T[1][30]	Execute()	1.000000
433.500000	438.000000	____	Sleep	____
434.000000	_______	T[1][32]	DelayedArrival	____
438.000000	439.000000	T[0][54]	Execute()	1.000000
439.000000	445.000000	____	Sleep	____
439.500000	_______	T[0][56]	DelayedArrival	____
445.000000	445.500000	T[1][31]	Execute()	1.000000
445.500000	446.000000	T[0][55]	Execute()	1.000000
446.000000	454.000000	____	Sleep	____
448.000000	_______	T[0][57]	DelayedArrival	____
448.000000	_______	T[1][33]	DelayedArrival	____
454.000000	455.000000	T[0][56]	Execute()	1.000000
455.000000	459.000000	____	Sleep	____
455.500000	_______	T[0][58]	DelayedArrival	____
459.000000	459.500000	T[1][32]	Execute()	1.000000
459.500000	461.500000	T[0][57]	Execute()	1.000000
461.500000	462.000000	T[2][1]	Execute()	1.000000
462.000000	_______	T[1][34]	DelayedArrival	____
462.000000	463.000000	T[1][33]	Execute()	1.000000
463.000000	464.000000	T[2][1]	Execute()	1.000000
464.000000	_______	T[0][59]	DelayedArrival	____
464.000000	466.000000	T[0][58]	Execute()	1.000000
466.000000	470.000000	____	Sleep	____
470.000000	472.000000	T[2][1]	Execute()	1.000000
472.000000	_______	T[0][60]	DelayedArrival	____
472.000000	474.000000	T[0][59]	Execute()	1.000000
474.000000	478.000000	____	Sleep	____
476.000000	_______	T[1][35]	DelayedArrival	____
478.000000	480.000000	T[2][1]	Execute()	1.000000
480.000000	_______	T[0][61]	DelayedArrival	____
480.000000	481.000000	T[0][60]	Execute()	1.000000
481.000000	483.500000	T[2][1]	Execute()	1.000000
483.500000	489.000000	____	Sleep	____
484.500000	_______	T[0][62]	DelayedArrival	____
489.000000	490.000000	T[1][34]	Execute()	1.000000
490.000000	_______	T[1][36]	DelayedArrival	____
490.000000	_______	T[2][3]	DelayedArrival	____
490.000000	494.000000	____	Sleep	____
494.000000	496.000000	T[0][61]	Execute()	1.000000
496.000000	_______	T[0][63]	DelayedArrival	____
496.000000	501.000000	____	Sleep	____
501.000000	502.000000	T[1][35]	Execute()	1.000000
502.000000	502.500000	T[0][62]	Execute()	1.000000
502.500000	510.000000	____	Sleep	____
504.000000	_______	T[0][64]	DelayedArrival	____
504.000000	_______	T[1][37]	DelayedArrival	____
510.000000	512.000000	T[0][63]	Execute()	1.000000
512.000000	_______	T[0][65]	DelayedArrival	____
512.000000	517.000000	____	Sleep	____
517.000000	518.000000	T[1][36]	Execute()	1.000000
518.000000	_______	T[1][38]	DelayedArrival	____
518.000000	520.000000	T[0][64]	Execute()	1.000000
520.000000	_______	T[0][66]	DelayedArrival	____
520.000000	526.000000	____	Sleep	____
526.000000	526.500000	T[0][65]	Execute()	1.000000
526.500000	531.000000	____	Sleep	____
527.000000	_______	T[0][67]	DelayedArrival	____
531.000000	531.500000	T[1][37]	Execute()	1.000000
531.500000	534.000000	____	Sleep	____
532.000000	_______	T[1][39]	DelayedArrival	____
534.000000	534.500000	T[0][66]	Execute()	1.000000
534.500000	542.000000	____	Sleep	____
535.000000	_______	T[0][68]	DelayedArrival	____
542.000000	543.000000	T[0][67]	Execute()	1.000000
543.000000	545.000000	____	Sleep	____
543.500000	_______	T[0][69]	DelayedArrival	____
545.000000	545.500000	T[1][38]	Execute()	1.000000
545.500000	550.000000	____	Sleep	____
546.000000	_______	T[1][40]	DelayedArrival	____
550.000000	550.500000	T[0][68]	Execute()	1.000000
550.500000	557.000000	____	Sleep	____
551.000000	_______	T[0][70]	DelayedArrival	____
557.000000	557.500000	T[1][39]	Execute()	1.000000
557.500000	558.500000	T[0][69]	Execute()	1.000000
558.500000	566.000000	____	Sleep	____
560.000000	_______	T[0][71]	DelayedArrival	____
560.000000	_______	T[1][41]	DelayedArrival	____
566.000000	568.000000	T[0][70]	Execute()	1.000000
568.000000	_______	T[0][72]	DelayedArrival	____
568.000000	573.000000	____	Sleep	____
573.000000	574.000000	T[1][40]	Execute()	1.000000
574.000000	_______	T[1][42]	DelayedArrival	____
574.000000	574.500000	T[0][71]	Execute()	1.000000
574.500000	582.000000	____	Sleep	____
575.000000	_______	T[0][73]	DelayedArrival	____
582.000000	582.500000	T[0][72]	Execute()	1.000000
582.500000	587.000000	____	Sleep	____
583.000000	_______	T[0][74]	DelayedArrival	____
587.000000	587.500000	T[1][41]	Execute()	1.000000
587.500000	590.000000	____	Sleep	____
588.000000	_______	T[1][43]	DelayedArrival	____
590.000000	592.000000	T[0][73]	Execute()	1.000000
592.000000	_______	T[0][75]	DelayedArrival	____
592.000000	598.000000	____	Sleep	____
598.000000	599.000000	T[0][74]	Execute()	1.000000
599.000000	601.000000	____	Sleep	____
600.000000	_______	T[0][76]	DelayedArrival	____
601.000000	602.000000	T[1][42]	Execute()	1.000000
602.000000	_______	T[1][44]	DelayedArrival	____
602.000000	606.000000	____	Sleep	____
606.000000	607.000000	T[0][75]	Execute()	1.000000
607.000000	613.000000	____	Sleep	____
608.000000	_______	T[0][77]	DelayedArrival	____
613.000000	614.000000	T[1][43]	Execute()	1.000000
614.000000	616.000000	T[0][76]	Execute()	1.000000
616.000000	_______	T[0][78]	DelayedArrival	____
616.000000	_______	T[1][45]	DelayedArrival	____
616.000000	622.000000	____	Sleep	____
622.000000	622.500000	T[0][77]	Execute()	1.000000
622.500000	629.000000	____	Sleep	____
623.500000	_______	T[0][79]	DelayedArrival	____
629.000000	630.000000	T[1][44]	Execute()	1.000000
630.000000	_______	T[1][46]	DelayedArrival	____
630.000000	631.000000	T[0][78]	Execute()	1.000000
631.000000	638.000000	____	Sleep	____
632.000000	_______	T[0][80]	DelayedArrival	____
638.000000	639.000000	T[0][79]	Execute()	1.000000
639.000000	643.000000	____	Sleep	____
640.000000	_______	T[0][81]	DelayedArrival	____
643.000000	644.000000	T[1][45]	Execute()	1.000000
644.000000	_______	T[1][47]	DelayedArrival	____
644.000000	646.000000	____	Sleep	____
646.000000	647.000000	T[0][80]	Execute()	1.000000
647.000000	654.000000	____	Sleep	____
648.000000	_______	T[0][82]	DelayedArrival	____
654.000000	656.000000	T[0][81]	Execute()	1.000000
656.000000	_______	T[0][83]	DelayedArrival	____
656.000000	657.000000	____	Sleep	____
657.000000	658.000000	T[1][46]	Execute()	1.000000
658.000000	_______	T[1][48]	DelayedArrival	____
658.000000	662.000000	____	Sleep	____
662.000000	663.000000	T[0][82]	Execute()	1.000000
663.000000	669.000000	____	Sleep	____
663.500000	_______	T[0][84]	DelayedArrival	____
669.000000	669.500000	T[1][47]	Execute()	1.000000
669.500000	670.000000	T[0][83]	Execute()	1.000000
670.000000	678.000000	____	Sleep	____
672.000000	_______	T[0][85]	DelayedArrival	____
672.000000	_______	T[1][49]	DelayedArrival	____
678.000000	680.000000	T[0][84]	Execute()	1.000000
680.000000	_______	T[0][86]	DelayedArrival	____
680.000000	685.000000	____	Sleep	____
685.000000	686.000000	T[1][48]	Execute()	1.000000
686.000000	_______	T[1][50]	DelayedArrival	____
686.000000	687.000000	T[0][85]	Execute()	1.000000
687.000000	694.000000	____	Sleep	____
688.000000	_______	T[0][87]	DelayedArrival	____
694.000000	696.000000	T[0][86]	Execute()	1.000000
696.000000	_______	T[0][88]	DelayedArrival	____
696.000000	699.000000	____	Sleep	____
699.000000	700.000000	T[1][49]	Execute()	1.000000
700.000000	_______	T[1][51]	DelayedArrival	____
700.000000	701.000000	____	Sleep	____
701.000000	701.500000	T[0][87]	Execute()	1.000000
701.500000	702.000000	T[1][50]	Execute()	1.000000
702.000000	710.000000	____	Sleep	____
704.000000	_______	T[0][89]	DelayedArrival	____
710.000000	712.000000	T[0][88]	Execute()	1.000000
712.000000	_______	T[0][90]	DelayedArrival	____
712.000000	713.000000	T[0][89]	Execute()	1.000000
713.000000	717.000000	____	Sleep	____
714.000000	_______	T[1][52]	DelayedArrival	____
717.000000	718.000000	T[1][51]	Execute()	1.000000
718.000000	719.000000	____	Sleep	____
719.000000	720.000000	T[2][2]	Execute()	1.000000
720.000000	_______	T[0][91]	DelayedArrival	____
720.000000	721.000000	T[0][90]	Execute()	1.000000
721.000000	728.000000	T[2][2]	Execute()	1.000000
728.000000	_______	T[0][92]	DelayedArrival	____
728.000000	_______	T[1][53]	DelayedArrival	____
728.000000	735.000000	T[2][2]	Execute()	1.000000
735.000000	_______	T[2][4]	DelayedArrival	____
735.000000	736.000000	T[2][2]	Execute()	1.000000
736.000000	_______	T[0][93]	DelayedArrival	____
736.000000	740.000000	T[2][2]	Execute()	1.000000
740.000000	740.500000	T[0][91]	Execute()	1.000000
740.500000	741.500000	T[1][52]	Execute()	1.000000
741.500000	742.000000	T[0][92]	Execute()	1.000000
742.000000	_______	T[1][54]	DelayedArrival	____
742.000000	742.500000	T[0][92]	Execute()	1.000000
742.500000	750.000000	____	Sleep	____
743.000000	_______	T[0][94]	DelayedArrival	____
750.000000	752.000000	T[0][93]	Execute()	1.000000
752.000000	_______	T[0][95]	DelayedArrival	____
752.000000	755.000000	____	Sleep	____
755.000000	755.500000	T[1][53]	Execute()	1.000000
755.500000	758.000000	____	Sleep	____
756.000000	_______	T[1][55]	DelayedArrival	____
758.000000	758.500000	T[0][94]	Execute()	1.000000
758.500000	766.000000	____	Sleep	____
759.500000	_______	T[0][96]	DelayedArrival	____
766.000000	767.000000	T[0][95]	Execute()	1.000000
767.000000	769.000000	____	Sleep	____
768.000000	_______	T[0][97]	DelayedArrival	____
769.000000	770.000000	T[1][54]	Execute()	1.000000
770.000000	_______	T[1][56]	DelayedArrival	____
770.000000	774.000000	____	Sleep	____
774.000000	774.500000	T[0][96]	Execute()	1.000000
774.500000	781.000000	____	Sleep	____
775.500000	_______	T[0][98]	DelayedArrival	____
781.000000	782.000000	T[1][55]	Execute()	1.000000
782.000000	782.500000	T[0][97]	Execute()	1.000000
782.500000	787.000000	____	Sleep	____
784.000000	_______	T[0][99]	DelayedArrival	____
784.000000	_______	T[1][57]	DelayedArrival	____
787.000000	789.000000	T[0][98]	Execute()	1.000000
789.000000	789.500000	T[1][56]	Execute()	1.000000
789.500000	791.000000	____	Sleep	____
791.000000	792.000000	T[3][1]	Execute()	1.000000
792.000000	_______	T[0][100]	DelayedArrival	____
792.000000	793.000000	T[0][99]	Execute()	1.000000
793.000000	798.000000	T[3][1]	Execute()	1.000000
798.000000	_______	T[1][58]	DelayedArrival	____
798.000000	798.500000	T[1][57]	Execute()	1.000000
798.500000	805.000000	____	Sleep	____
800.000000	_______	T[0][101]	DelayedArrival	____
805.000000	807.000000	T[0][100]	Execute()	1.000000
807.000000	808.000000	T[3][1]	Execute()	1.000000
808.000000	_______	T[0][102]	DelayedArrival	____
808.000000	809.000000	T[0][101]	Execute()	1.000000
809.000000	812.000000	T[3][1]	Execute()	1.000000
812.000000	_______	T[1][59]	DelayedArrival	____
812.000000	812.500000	T[1][58]	Execute()	1.000000
812.500000	821.000000	____	Sleep	____
816.000000	_______	T[0][103]	DelayedArrival	____
821.000000	821.500000	T[0][102]	Execute()	1.000000
821.500000	823.000000	____	Sleep	____
823.000000	824.000000	T[3][1]	Execute()	1.000000
824.000000	_______	T[0][104]	DelayedArrival	____
824.000000	824.500000	T[0][103]	Execute()	1.000000
824.500000	826.000000	T[3][1]	Execute()	1.000000
826.000000	_______	T[1][60]	DelayedArrival	____
826.000000	827.500000	T[3][1]	Execute()	1.000000
827.500000	837.000000	____	Sleep	____
828.000000	_______	T[0][105]	DelayedArrival	____
837.000000	837.500000	T[1][59]	Execute()	1.000000
837.500000	839.500000	T[0][104]	Execute()	1.000000
839.500000	846.000000	____	Sleep	____
840.000000	_______	T[0][106]	DelayedArrival	____
840.000000	_______	T[1][61]	DelayedArrival	____
840.000000	_______	T[3][3]	DelayedArrival	____
846.000000	848.000000	T[0][105]	Execute()	1.000000
848.000000	_______	T[0][107]	DelayedArrival	____
848.000000	853.000000	____	Sleep	____
853.000000	853.500000	T[1][60]	Execute()	1.000000
853.500000	854.000000	T[0][106]	Execute()	1.000000
854.000000	_______	T[1][62]	DelayedArrival	____
854.000000	862.000000	____	Sleep	____
855.000000	_______	T[0][108]	DelayedArrival	____
862.000000	864.000000	T[0][107]	Execute()	1.000000
864.000000	_______	T[0][109]	DelayedArrival	____
864.000000	867.000000	____	Sleep	____
867.000000	868.000000	T[1][61]	Execute()	1.000000
868.000000	_______	T[1][63]	DelayedArrival	____
868.000000	870.000000	____	Sleep	____
870.000000	870.500000	T[0][108]	Execute()	1.000000
870.500000	878.000000	____	Sleep	____
871.000000	_______	T[0][110]	DelayedArrival	____
878.000000	878.500000	T[0][109]	Execute()	1.000000
878.500000	881.000000	____	Sleep	____
879.000000	_______	T[0][111]	DelayedArrival	____
881.000000	881.500000	T[1][62]	Execute()	1.000000
881.500000	886.000000	____	Sleep	____
882.000000	_______	T[1][64]	DelayedArrival	____
886.000000	887.000000	T[0][110]	Execute()	1.000000
887.000000	893.000000	____	Sleep	____
887.500000	_______	T[0][112]	DelayedArrival	____
893.000000	893.500000	T[1][63]	Execute()	1.000000
893.500000	894.000000	T[0][111]	Execute()	1.000000
894.000000	902.000000	____	Sleep	____
896.000000	_______	T[0][113]	DelayedArrival	____
896.000000	_______	T[1][65]	DelayedArrival	____
902.000000	904.000000	T[0][112]	Execute()	1.000000
904.000000	_______	T[0][114]	DelayedArrival	____
904.000000	909.000000	____	Sleep	____
909.000000	910.000000	T[1][64]	Execute()	1.000000
910.000000	_______	T[1][66]	DelayedArrival	____
910.000000	912.000000	T[0][113]	Execute()	1.000000
912.000000	_______	T[0][115]	DelayedArrival	____
912.000000	918.000000	____	Sleep	____
918.000000	919.000000	T[0][114]	Execute()	1.000000
919.000000	923.000000	____	Sleep	____
920.000000	_______	T[0][116]	DelayedArrival	____
923.000000	924.000000	T[1][65]	Execute()	1.000000
924.000000	_______	T[1][67]	DelayedArrival	____
924.000000	926.000000	____	Sleep	____
926.000000	926.500000	T[0][115]	Execute()	1.000000
926.500000	934.000000	____	Sleep	____
927.500000	_______	T[0][117]	DelayedArrival	____
934.000000	935.000000	T[0][116]	Execute()	1.000000
935.000000	937.000000	____	Sleep	____
936.000000	_______	T[0][118]	DelayedArrival	____
937.000000	938.000000	T[1][66]	Execute()	1.000000
938.000000	_______	T[1][68]	DelayedArrival	____
938.000000	942.000000	____	Sleep	____
942.000000	944.000000	T[0][117]	Execute()	1.000000
944.000000	_______	T[0][119]	DelayedArrival	____
944.000000	950.000000	____	Sleep	____
950.000000	951.000000	T[1][67]	Execute()	1.000000
951.000000	952.000000	T[0][118]	Execute()	1.000000
952.000000	_______	T[0][120]	DelayedArrival	____
952.000000	_______	T[1][69]	DelayedArrival	____
952.000000	953.000000	T[0][119]	Execute()	1.000000
953.000000	953.500000	T[1][68]	Execute()	1.000000
953.500000	958.000000	____	Sleep	____
958.000000	960.000000	T[2][3]	Execute()	1.000000
960.000000	_______	T[0][121]	DelayedArrival	____
960.000000	960.500000	T[0][120]	Execute()	1.000000
960.500000	966.000000	____	Sleep	____
966.000000	_______	T[1][70]	DelayedArrival	____
966.000000	968.000000	T[2][3]	Execute()	1.000000
968.000000	_______	T[0][122]	DelayedArrival	____
968.000000	969.000000	T[0][121]	Execute()	1.000000
969.000000	975.000000	T[2][3]	Execute()	1.000000
975.000000	979.000000	____	Sleep	____
975.500000	_______	T[0][123]	DelayedArrival	____
979.000000	979.500000	T[1][69]	Execute()	1.000000
979.500000	982.000000	____	Sleep	____
980.000000	_______	T[1][71]	DelayedArrival	____
980.000000	_______	T[2][5]	DelayedArrival	____
982.000000	983.000000	T[0][122]	Execute()	1.000000
983.000000	990.000000	____	Sleep	____
983.500000	_______	T[0][124]	DelayedArrival	____
990.000000	992.000000	T[0][123]	Execute()	1.000000
992.000000	_______	T[0][125]	DelayedArrival	____
992.000000	993.000000	____	Sleep	____
